t,k_pos,k_vel,k_acc,a_pos,a_vel,a_acc,e_pos,e_vel,e_acc,R10
0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7209999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8139999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8269999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9870000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
